platform,post_type,post_length,views,likes,comments,shares,engagement_rate
Instagram,Image,98,240881,9912,963,287,0.04633823340155512
Instagram,Image,84,11387,194,33,19,0.02160358303328357
Instagram,Video,42,29394,996,163,135,0.044022589644145065
Instagram,Video,28,257236,18380,3029,1889,0.09057052667589295
Instagram,Image,104,192708,14859,2966,311,0.09411129792224505
Instagram,Text,103,40241,836,59,92,0.024527223478541787
Instagram,Text,10,33337,2669,289,305,0.09787923328433873
Facebook,Image,72,103992,4508,651,407,0.053523347949842294
Twitter,Image,86,6804,484,67,61,0.08994708994708994
Instagram,Video,10,62450,4398,734,203,0.08542834267413932
Facebook,Video,30,185831,15130,862,1107,0.09201371138292319
Facebook,Text,105,62529,4548,708,568,0.09314078267683795
Facebook,Image,95,125766,1697,272,167,0.0169839225227804
Twitter,Video,45,33334,1891,111,282,0.06851862962740746
Instagram,Text,79,68452,1708,223,49,0.028925378367323087
Facebook,Text,42,140583,13678,1186,707,0.11076019148830228
Twitter,Text,84,174037,5747,978,263,0.04015238139016416
Twitter,Video,87,109018,5212,299,765,0.057568474930745385
Twitter,Video,47,41440,1148,82,152,0.03334942084942085
Facebook,Image,57,66118,1462,96,54,0.02438065277231616
Instagram,Image,19,90263,5784,345,381,0.07212257514153086
Facebook,Text,94,129775,7057,988,189,0.06344827586206897
Facebook,Text,60,52217,2282,411,233,0.056035390773119864
Instagram,Video,109,221402,3916,495,246,0.021034136999665765
Instagram,Video,60,73517,5604,457,299,0.08651060298978468
Instagram,Image,35,148857,1567,159,137,0.012515367097281283
Twitter,Image,87,56740,2904,302,358,0.06281283045470568
Instagram,Image,61,106119,7102,836,514,0.0796464346629727
Facebook,Video,55,204704,9982,1128,1182,0.06004767859934344
Instagram,Text,28,18950,404,60,31,0.02612137203166227
Facebook,Image,62,198714,15905,1606,761,0.09195124651509204
Twitter,Image,77,184241,7213,1077,562,0.04804576614325801
Facebook,Video,91,75209,1664,219,149,0.027018043053357976
Facebook,Image,8,70278,4183,239,334,0.06767409431116424
Instagram,Text,14,43488,509,95,28,0.014532744665194997
Instagram,Video,67,181113,7093,543,312,0.04388420488866067
Facebook,Image,77,6534,506,59,72,0.09749005203550658
Instagram,Image,87,85221,7852,1508,460,0.11522981424766196
Twitter,Video,19,73121,4625,402,516,0.07580585604682649
Twitter,Video,119,76090,2251,120,144,0.033052963595741884
Instagram,Image,102,114777,3420,422,499,0.037821166261533236
Twitter,Text,110,189382,12186,1018,1809,0.07927363741010233
Instagram,Video,67,6634,309,42,39,0.058788061501356646
Facebook,Text,23,19908,516,89,49,0.03285111512959614
Facebook,Image,117,155382,12565,1591,1136,0.09841551788495449
Twitter,Text,67,82653,2316,339,145,0.033876568303630845
Instagram,Image,60,210219,8187,1227,293,0.04617565491225817
Instagram,Image,25,197644,3069,531,92,0.0186800510007893
Twitter,Image,38,71400,5221,799,420,0.09019607843137255
Facebook,Image,119,200675,6978,1370,1027,0.04671732901457581
Twitter,Text,21,118107,3656,432,190,0.03622139246615357
Facebook,Image,22,206879,7717,444,566,0.04218407861600259
Instagram,Image,85,213436,18925,2064,1956,0.10750295170449221
Facebook,Text,70,115436,6536,1150,429,0.07029869364842857
Twitter,Video,55,33131,802,56,16,0.026380127373155052
Instagram,Text,69,59470,4739,760,338,0.09815032789641837
Twitter,Text,47,121688,3499,456,435,0.03607586614949707
Twitter,Text,61,55283,2605,482,371,0.06255087459074218
Facebook,Image,14,247502,15129,2415,843,0.0742903087651817
Twitter,Image,41,132263,8279,1234,1157,0.08067259929080696
Facebook,Image,52,136425,2211,404,293,0.021315741249770936
Instagram,Video,73,281022,23974,4464,1747,0.10741151938282412
Facebook,Image,60,120743,6417,691,132,0.059962068194429494
Instagram,Video,80,81668,8087,1529,1049,0.13058970465788314
Facebook,Image,40,11203,835,48,47,0.08301347853253593
Twitter,Text,35,12322,1223,201,144,0.127252069469242
Facebook,Image,59,79831,4056,407,382,0.060690709123022386
Facebook,Video,42,192847,4371,538,213,0.026559915373327043
Instagram,Video,119,40925,3088,541,321,0.09651802076970067
Twitter,Image,77,24247,1939,282,231,0.10112591248401864
Facebook,Text,112,110930,9623,1141,785,0.10411070044172001
Twitter,Image,94,150412,5584,416,654,0.044238491609711994
Facebook,Image,19,219850,12303,2348,893,0.07070275187627928
Facebook,Image,20,122496,10678,1066,1574,0.10872191745036573
Twitter,Text,81,155594,13665,890,699,0.09803719937786805
Facebook,Video,93,178666,2199,296,266,0.015453415870954742
Twitter,Text,98,79631,5604,621,658,0.08643618691213222
Facebook,Video,57,49335,3164,438,281,0.07870680044593088
Instagram,Video,60,259192,4535,385,297,0.02012793604740887
Twitter,Video,11,90961,8524,910,664,0.11101461065731467
Facebook,Text,61,37723,1889,370,192,0.06497362351880816
Facebook,Image,59,209812,14830,2824,1319,0.09042857415209807
Instagram,Image,56,9991,893,160,106,0.1160044039635672
Twitter,Image,8,169905,3688,615,246,0.02677378535063712
Facebook,Image,47,150139,13065,960,443,0.09636403599331286
Instagram,Image,44,18763,1410,169,120,0.09055055161754517
Facebook,Text,106,186027,15917,2533,854,0.10376988286646562
Twitter,Text,34,46863,2555,228,255,0.06482726244585281
Facebook,Text,14,20408,265,14,23,0.01479811838494708
Facebook,Text,98,159248,11202,1262,1358,0.08679543856123782
Facebook,Text,107,169169,7394,841,700,0.052817005479727376
Facebook,Text,11,185922,8592,513,652,0.05247899656845344
Instagram,Text,40,189918,9441,926,335,0.056350635537442476
Instagram,Image,39,119177,6478,1215,230,0.06648094850516459
Twitter,Video,92,168866,11748,1028,1212,0.08283491052076794
Instagram,Text,43,199396,15036,2035,2022,0.09575417761640154
Instagram,Video,40,268155,21429,2639,1584,0.0956610915328821
Twitter,Text,113,156499,11024,1976,981,0.08933603409606451
Instagram,Text,24,43392,3571,528,345,0.10241519174041298
Instagram,Image,53,260055,5459,402,447,0.024256407298456097
Twitter,Video,100,60990,5203,371,144,0.09375307427447123
Twitter,Image,63,183924,8249,1102,796,0.05516952654357234
Twitter,Image,107,148301,8540,486,323,0.06304070774977917
Facebook,Video,53,81780,4010,437,369,0.05888970408412815
Facebook,Image,94,216210,11419,1254,1379,0.06499236853059526
Twitter,Text,30,158374,5652,449,117,0.03926149494235165
Twitter,Text,40,25536,645,61,48,0.029526942355889724
Twitter,Text,47,89746,1744,173,203,0.023622222717447017
Facebook,Text,103,8585,434,22,38,0.057542224810716365
Facebook,Text,47,183202,3897,665,197,0.025976790646390323
Instagram,Image,103,248481,7963,1541,881,0.04179393997931431
Instagram,Image,80,62210,1370,127,166,0.02673203665005626
Twitter,Text,37,138528,2745,183,184,0.022464772464772464
Facebook,Text,104,125365,11210,2163,657,0.11191321341682288
Facebook,Image,82,187933,13279,2139,1206,0.08845705650417968
Facebook,Video,101,171361,15960,2931,1077,0.11652593063765967
Twitter,Image,114,11775,800,83,102,0.08365180467091295
Instagram,Image,49,200953,17273,2117,2094,0.10691057112857236
Twitter,Image,49,16099,965,182,58,0.07484936952605752
Instagram,Image,92,248362,12824,1525,1018,0.06187339448063713
Instagram,Image,19,218423,12573,1896,1705,0.0740489783585062
Twitter,Video,99,124863,4847,754,189,0.046370822421373824
Instagram,Text,21,114478,7923,1391,935,0.08952811893988365
Instagram,Text,16,60700,5508,1081,337,0.11410214168039538
Facebook,Video,26,5539,445,44,15,0.09099115363784077
Instagram,Text,27,113609,5859,510,206,0.05787393604379935
Twitter,Text,94,80735,7738,477,432,0.1071034867157986
Twitter,Text,82,166230,16404,2927,1496,0.12529026048246406
Instagram,Video,16,201690,10967,1029,1513,0.06697902721999108
Facebook,Video,118,184226,16178,929,960,0.09806976213998024
Facebook,Text,72,60824,634,113,29,0.012758121794028673
Instagram,Text,114,243344,3893,492,320,0.019334768886843316
Instagram,Text,55,258156,3101,544,125,0.014603573033359674
Twitter,Image,17,14281,1136,151,62,0.09446117218682165
Instagram,Image,61,14946,256,24,37,0.021209688210892547
Facebook,Image,59,127128,1466,101,135,0.013388081303882702
Instagram,Video,86,81427,1894,218,230,0.02876195856411264
Twitter,Text,111,28111,1056,57,50,0.04137170502650208
Twitter,Video,32,185468,9611,1349,842,0.06363361873746415
Twitter,Video,106,35290,560,63,48,0.019013884953244544
Twitter,Video,109,167534,9199,655,1155,0.06571203457208687
Twitter,Text,48,6837,221,28,5,0.037150797133245574
Instagram,Image,23,16801,582,99,76,0.04505684185465151
Instagram,Text,50,159782,13417,2632,407,0.10299032431688175
Instagram,Text,115,102157,10095,1303,1404,0.12531691416153568
Instagram,Video,111,250907,12983,901,500,0.05732801396533377
Twitter,Video,106,42916,1671,286,149,0.04907260695311772
Facebook,Video,114,147137,13805,2131,454,0.11139278359624023
Instagram,Image,7,67546,3717,717,290,0.06993752405767921
Facebook,Image,87,48474,3671,478,216,0.09004827330115113
Instagram,Image,24,261537,12354,1279,921,0.055647958032706654
Instagram,Text,29,41388,1168,227,106,0.036266550691021554
Facebook,Video,79,79167,5457,713,435,0.08343122765798881
Twitter,Text,60,97364,6799,356,156,0.0750893554085699
Instagram,Image,85,79667,4096,495,541,0.06441814050987234
Instagram,Video,65,270853,9289,467,300,0.03712715015155822
Instagram,Image,117,53754,4561,732,672,0.11096848606615321
Facebook,Video,59,246291,8565,1155,1119,0.044008916281959146
Twitter,Video,39,88257,6117,406,568,0.08034490182081874
Facebook,Text,82,231802,10328,1775,535,0.05452066850156599
Facebook,Text,63,8094,425,55,13,0.06090931554237707
Twitter,Image,43,142487,4135,277,443,0.034073283878529266
Facebook,Text,61,182918,12521,926,578,0.07667370078395784
Twitter,Text,87,9472,287,49,33,0.03895692567567568
Instagram,Text,71,199802,10732,1108,1376,0.06614548402918889
Twitter,Video,38,38131,1508,261,224,0.052267184180850225
Instagram,Text,117,89943,8699,525,744,0.11082574519417854
Facebook,Image,45,86737,8534,738,1252,0.12133230339993313
Facebook,Video,26,162020,12607,2076,496,0.09368596469571658
Instagram,Video,106,182980,18033,2637,2321,0.12564761176084818
Facebook,Text,31,183907,3718,357,248,0.02350644619291272
Twitter,Video,25,25115,2494,474,168,0.12486561815648019
Instagram,Image,45,295105,5701,465,313,0.021954897409396656
Facebook,Image,35,50083,2373,421,100,0.05778407842980652
Instagram,Video,31,52182,1644,253,127,0.03878732129853206
Twitter,Text,41,129987,12458,849,1848,0.11658858193511659
Twitter,Text,70,4017,270,35,16,0.07991038088125467
Facebook,Video,58,138295,8815,1670,704,0.08090675729418996
Twitter,Image,115,63852,6370,909,316,0.11894693979828352
Instagram,Video,13,236560,15404,1992,983,0.07769276293540751
Twitter,Text,87,52509,3578,375,97,0.07712963491972805
Instagram,Text,46,159147,2232,375,322,0.018404368288437733
Instagram,Video,40,11531,1006,188,86,0.11100511664209523
Twitter,Image,14,137738,13403,2184,1545,0.12438107130929736
Facebook,Video,63,223389,21540,3420,1868,0.1200954388980657
Twitter,Image,44,46023,1376,108,165,0.03582991113139083
Instagram,Image,58,171308,5196,909,464,0.03834613678287062
Instagram,Video,113,45023,1933,108,214,0.050085511849499144
Twitter,Video,43,6236,236,38,25,0.04794740218088518
Facebook,Image,11,201547,7559,617,675,0.04391531503817968
Facebook,Image,8,170696,11004,1354,549,0.07561395697614473
Instagram,Image,19,168890,13934,2149,662,0.09914737403043401
Instagram,Image,80,166172,15671,2567,2094,0.12235515008545363
Facebook,Text,52,200968,3237,593,115,0.019629990844313522
Twitter,Video,10,107109,3750,346,347,0.04148110803013752
Instagram,Image,77,267082,8800,736,750,0.038512516755153846
Instagram,Video,39,131682,5552,1107,687,0.05578590847648122
Facebook,Image,76,211602,10197,827,383,0.05390780805474429
Twitter,Video,75,26941,1213,181,132,0.05664229241676255
Facebook,Video,72,96067,9192,1773,907,0.12358041783338712
Twitter,Image,62,103349,5099,940,566,0.06390966530880803
Twitter,Image,81,192419,11476,1336,1156,0.0725915839911859
Twitter,Video,23,78629,6084,886,566,0.0958425008584619
Instagram,Video,66,169097,12725,1646,1786,0.0955487087293092
Facebook,Video,75,14651,915,93,59,0.07282779332468774
Facebook,Text,14,232420,20330,1456,894,0.09758196368642974
Twitter,Image,29,92380,6113,1042,754,0.0856137692141156
Instagram,Text,48,219326,19460,1236,717,0.09763092383028003
Instagram,Text,103,149661,5574,788,604,0.04654519213422335
Facebook,Image,62,42768,935,130,85,0.02688926300037411
Instagram,Image,29,201058,16839,1687,339,0.0938286464602254
Instagram,Text,97,117784,5232,367,267,0.04980302927392515
Twitter,Image,80,106389,7298,1240,616,0.08604272998148305
Instagram,Video,119,73743,5630,671,353,0.0902322932346121
Twitter,Video,115,135472,5338,847,402,0.04862259359867722
Facebook,Text,44,209217,11604,608,1139,0.06381412600314507
Instagram,Text,80,92009,8330,509,958,0.10647871403884403
Facebook,Image,74,113866,10154,775,402,0.09951170674301371
Facebook,Image,14,92471,7161,480,406,0.08702187712904587
Instagram,Text,70,190229,14960,1178,1537,0.09291432957120102
Instagram,Text,113,225482,20471,3131,1975,0.11343255780949256
Facebook,Video,29,63598,4850,276,561,0.0894210509764458
Instagram,Video,75,292159,11850,659,1223,0.04700180381230768
Twitter,Image,108,199258,4158,227,261,0.02331650423069588
Twitter,Video,91,66430,3186,492,270,0.059430979978925186
Instagram,Image,116,233997,4179,545,564,0.022598580323679365
Facebook,Image,15,52185,1065,112,47,0.02345501580914056
Instagram,Image,40,67306,6428,972,443,0.1165275012628889
Instagram,Video,53,286560,20296,2700,2626,0.08941233947515355
Facebook,Text,52,81655,7074,361,476,0.09688322821627579
Facebook,Text,119,76180,5169,908,380,0.08475977946967708
Twitter,Video,91,52262,2491,255,153,0.05547051394894952
Facebook,Text,111,77189,946,103,129,0.015261241886797342
Twitter,Image,11,81952,7869,1316,835,0.12226669269816479
Facebook,Text,95,224505,3678,287,173,0.018431660764793658
Instagram,Video,81,58662,3808,196,447,0.07587535372131875
Twitter,Text,55,54191,1040,193,26,0.02323264010629071
Twitter,Image,21,145285,5168,650,369,0.04258526344770623
Twitter,Image,36,182059,4865,498,672,0.03314859468633795
Instagram,Video,30,195855,11718,2025,1285,0.07673023410175896
Instagram,Video,26,66353,5960,321,733,0.10570735309631818
Instagram,Video,17,151874,10206,819,1439,0.0820680300775643
Instagram,Image,16,217730,15192,1113,1833,0.08330501079318423
Instagram,Text,75,196718,18059,2901,569,0.10944092558891408
Twitter,Text,5,45671,3537,342,176,0.0887871953756213
Instagram,Video,37,225709,19847,3293,1686,0.10999118333783765
Twitter,Text,18,45388,2154,121,46,0.05113686436943685
Instagram,Text,115,170672,14999,2118,1517,0.10918018186931658
Facebook,Video,68,86944,5923,578,624,0.0819493006993007
Twitter,Video,47,62690,1392,108,153,0.02636784176104642
Facebook,Image,62,139808,1885,325,173,0.017044804303044173
Twitter,Image,45,176943,5655,632,445,0.038046150455231346
Facebook,Image,85,50165,2209,299,289,0.05575600518289644
Instagram,Image,72,192858,16466,905,1971,0.10029140611226912
Instagram,Text,119,298391,22890,3862,2279,0.09729180839904689
Instagram,Text,43,124645,11963,1112,310,0.10738497332424084
Twitter,Image,5,30821,1859,286,204,0.07621426949158042
Facebook,Image,45,137285,10611,1740,982,0.09711913173325563
Instagram,Video,49,113659,3952,267,435,0.04094704334896489
Facebook,Text,92,163567,11639,1098,703,0.08216816350486345
Facebook,Text,102,74744,5497,871,665,0.09409450925826822
Instagram,Image,102,122441,10573,896,785,0.10008085526906836
Instagram,Text,92,212701,12395,2196,1689,0.07653936746888824
Facebook,Video,83,115045,7870,761,263,0.07730887913425182
Instagram,Video,85,278407,7871,868,653,0.03373478396735714
Instagram,Text,17,61480,4691,304,219,0.08480806766428106
Instagram,Image,75,201913,17254,1244,1362,0.09835919430645872
Twitter,Text,13,165093,10472,956,691,0.07340710993197773
Facebook,Video,112,121055,2470,141,307,0.024104745776713066
Facebook,Image,67,152030,5801,458,242,0.04276129711241202
Twitter,Text,103,199480,10531,1172,1030,0.06383096049729296
Facebook,Image,27,44128,3130,334,227,0.08364303843364757
Instagram,Image,58,92498,3591,286,313,0.045298276719496634
Facebook,Video,51,45563,3901,242,440,0.1005860017997059
Instagram,Image,43,22414,974,95,64,0.05054876416525386
Twitter,Text,91,124452,1724,278,116,0.017018609584418087
Instagram,Image,30,249867,20354,2575,610,0.09420611765459225
Facebook,Image,5,189955,12913,2479,1184,0.08726277276196993
Facebook,Text,18,108209,8892,631,659,0.09409568520178543
Facebook,Video,100,40210,1664,134,208,0.04988808754041283
Twitter,Video,119,148362,1719,158,132,0.013541203273075316
Twitter,Text,116,132768,2208,114,322,0.019914437213786454
Facebook,Text,78,6667,133,25,5,0.024448777561121945
Instagram,Video,69,132710,10943,1278,598,0.09659407731143094
Twitter,Image,73,19660,729,89,51,0.04420142421159715
Facebook,Text,71,75089,7494,552,315,0.1113478671975922
Facebook,Image,53,85462,6687,1209,978,0.10383562284992161
Twitter,Text,54,190770,12229,1881,1263,0.08058394925826912
Twitter,Video,62,137880,13584,1558,291,0.11193066434580795
Twitter,Image,57,96148,3698,671,352,0.04910138536423014
Instagram,Image,95,176571,4397,817,534,0.03255347707154629
Instagram,Text,119,38351,2928,168,78,0.08276185757868113
Facebook,Image,61,183734,6435,436,612,0.040727355851393865
Twitter,Text,90,123359,11903,644,817,0.10833421152895208
Instagram,Video,22,79674,7881,1081,753,0.12193438260913221
Twitter,Image,20,38241,3570,295,188,0.10598572213069742
Facebook,Text,6,135270,12854,2271,1370,0.12194130258002514
Instagram,Image,115,43639,2854,342,306,0.0802493182703545
Instagram,Text,17,72983,5275,926,475,0.09147335680911993
Instagram,Text,49,131164,2424,323,339,0.02352779726144369
Facebook,Text,84,77944,6132,1038,847,0.10285589654110644
Twitter,Video,76,124427,3507,370,91,0.03189018460623498
Instagram,Image,47,284818,24388,4677,1406,0.10698410915040482
Facebook,Video,76,15413,1487,223,100,0.11743333549600986
